poem_text,poem_type
"Hark, news, O envy ; thou shalt hear descried
My Julia ; who as yet was ne'er envied.
To vomit gall in slander, swell her veins
With calumny, that hell itself disdains,
Is her continual practice ; does her best,
To tear opinion e'en out of the breast
Of dearest friends, and—which is worse than vile—
Sticks jealousy in wedlock ; her own child
Scapes not the showers of envy. To repeat
The monstrous fashions how, were alive to eat
Deare reputation ; would to God she were
But half so loth to act vice, as to hear
My mild reproof. Lived Mantuan now again
That female Mastix to limn with his pen,
This she Chimera that hath eyes of fire,
Burning with anger—anger feeds desire—
Tongued like the night crow, whose ill boding cries
Give out for nothing but new injuries ;
Her breath like to the juice in Tænarus,
That blasts the springs, though ne'er so prosperous ;
Her hands, I know not how, used more to spill
The food of others than herself to fill ;
But O ! her mind, that Orcus, which includes
Legions of mischiefs, countless multitudes
Of formless curses, projects unmade up,
Abuses yet unfashion'd, thoughts corrupt,
Misshapen cavils, palpable untroths,
Inevitable errors, self-accusing loaths.
These, like those atoms swarming in the sun,
Throng in her bosom for creation.
I blush to give her halfe her due ; yet say,
No poison's half so bad as Julia.",elegy
"Applies her lipstick
perfectly...immaculately
whilst chewing her gum
her bum moving in rhythm
to an old Nat King Cole song.",tanka
"I miss you more, it's winters again,
Heat is fading, flowers are blooming
Days gone shorter, I work at nights
You never come by, I keep waiting,
Holding hands, those sweet nothings.
Long phone calls, till either went sleeping
Clutching to memories, Shi.... says Move On..
Why, How, with whom, tell me Come On..
I'm not rich, but I have the riches,
My feelings are real, there ain't any glitches,
Stop it, go away, Will You...
Shi.... goes mum, When I say 'I LOVE YOU'",shi
"★ Christmas Carol
☆ Felicia Dorothea Hemans
FAIR Gratitude! in strain sublime,
Swell high to heav'n thy tuneful zeal;
And, hailing this auspicious time,
Kneel, Adoration! kneel!
CHORUS.
For lo! the day, th' immortal day,
When Mercy's full, benignant ray,
Chas'd ev'ry gathering cloud away,
And pour'd the noon of light!
Rapture! be kindling, mounting, glowing.
While from thine eye the tear is flowing,
Pure, warm, and bright!
'Twas on this day, oh, love divine!
The orient star's effulgence rose;
Then wak'd the moon, whose eye benign,
Shall never, never close!
CHORUS.
Messiah! be thy Name ador'd;
Eternal, high, redeeming Lord!
By grateful worlds be anthems pour'd,
Emanuel! Prince of Peace!
This day, from Heav'n's empyreal dwelling,
Harp, lyre, and voice, in concert swelling,
Bade discord cease!
Wake the loud Pæan, tune the voice,
Children of heav'n and sons of earth!
Seraphs and men! exult, rejoice,
To bless the Saviour's birth!
CHORUS.
Devotion! light thy purest fire!
Transport! on cherub-wing aspire!
Praise! wake to him thy golden lyre,
Strike ev'ry thrilling chord!
While at the ark of Mercy kneeling,
We own thy grace, reviving, healing,
Redeemer! Lord!
▲ Chinese Translation
★ 圣诞颂歌
☆ [英] 费利西亚•多萝西娅•赫门兹 (1793 - 1835)    诗
☆ [中] 罗志海  译
美丽感恩！血统崇高
天上你悦耳的热情涨高
而且，欢呼这个吉祥 的时间
跪下，敬拜！跪下！
合唱：
看那！今天，这不朽的一天
慈悲 天使充满慈祥的光线
追赶每个离去的云团
倾泻中午的阳光！
狂喜！火种，点燃，炽热
当你汩汩泪洒的时刻
洒下纯净，温暖和明亮！
就是这一天，哦，爱神！
东方之星耀眼辉煌
然后唤醒慈眉善目的月亮
永远，永远不要结束沉沦！
合唱：
救世主！喜爱你的名字
永恒，崇高，救赎的主！
充满感恩的世界，圣歌的源泉
伊曼纽尔！和平王子！
这一天，来自天堂的空中住宅
竖琴，七弦琴，歌声，演唱会上 汹涌澎湃
嘈杂声戛然而止！
唤醒嘹亮的赞歌，调整声音
天上的儿童，地上的 儿子！
六翼天使和人类！愉悦，高兴
祝福救主的诞生！
合唱：
奉献 ！点燃你最纯净的火！
狂喜！带翼天使的思渴！
赞美！唤醒他，用你的金色七弦琴
弹 响每个颤动的和弦音
慈悲天使方舟上跪拜的时刻
我们沐浴你的恩泽，复活，康复
主啊 ！救世主！
北京时间2014年12月25日圣诞节翻译
Beijing time 12/25/2014 Christmas Day translation",carol
"cold dawn in usa
where most still lay
i'm awake to watch
australian final match
maria beautiful stroker
victoria smart n younger
grunts were prevalent
miss there miss here
they both played along
two hours one emerge
champs; i can read lips
'oh! my god what will i do'
maria has great speech
milk your heart away
victoria lovely smile
got her name on trophy
crowd cheers to their might
me too i enjoyed all of that",slam
"Love is not something that is for sale,
it does burn with its own kind of flame,
it does not become trite or even stale,
it does exist between male and female
and between people it is not the same.
Love is not something that is for sale,
about its affects there are many a tale
and for it people do have many a name,
it does not become trite or even stale,
it brings people back when all other things fail
but for some people it's just a kind of game.
Love is not something that is for sale
and at the loss of it some people do turn pale,
others think it's something that you can tame,
it does not become trite or even stale
and for its intensity there is no kind of scale
it can bring a person joy, happiness or shame.
Love is not something that is for sale,
it does not become trite or even stale.
© Gert Strydom",villanelle
"There are times that I pray
for those that I love and know
and sometimes the words just flow
and at other times I have got nothing to say
and on every single day
God does His goodwill bestow
and with compassion my words do sometimes glow
or they are swept away
like leaves blown in the wind
and sometimes some thoughts do remain
when some problems to me are too much
but before I know it I do find
happiness instead of pain
when God do lives silently touch.",italian-sonnet
"Full moon overhead
dewy rice fields and a pond
glistening white
My way still in pitch darkness
draped with live oak  shadows",tanka
"If you know how to set the tunes, life will teach to dance on it",monoku
"Weep with me, all you that read
This little story;
And know for whom a tear you shed,
Death's self is sorry.
'Twas a child that so did thrive
In grace and feature,
As Heaven and Nature seemed to strive
Which owned the creature.
Years he numbered scarce thirteen
When Fates turned cruel,
Yet three filled zodiacs had he been
The stage's jewel;
And did act (what now we moan)
Old men so duly,
As, sooth, the Parcae thought him one,
He played so truly.
So, by error, to his fate
They all consented;
But viewing him since (alas, too late),
They have repented,
And have sought (to give new birth)
In baths to steep him;
But, being so much too good for earth,
Heaven vows to keep him.",epitaph
"Have pity now, have pity now on me,
If you at least would, friends of mine.
I'm in the depths, not holly or may,
In exile, where I've been consigned
By Fortune, as God too has designed.
Girls, lovers, youngsters, fresh to hand,
Dancers, tumblers that leap like lambs,
Agile as arrows, like shots from a cannon,
Throats tinkling, clear as bells on rams,
Will you leave him here, your poor old Villon?
Singers, singing in lawless freedom,
Jokers, pleasant in word and deed,
Run free of false gold, alloy, come,
Men of wit - somewhat deaf indeed -
Hurry, be quick now, he's dying poor man.
Makers of lays, motets and rondeaux,
Will you bring him warmth when he's down below?
No lightning or storm reach where he's gone.
With these thick walls they've blinded him so.
Will you leave him here, your poor old Villon?
Come see him here, in his piteous plight,
Noblemen, free of tax and tithe,
Holding nothing by king or emperor's right,
But by grace of the God of Paradise.
Sundays and Tuesdays he fasts and sighs,
His teeth are as sharp as the rats' below,
After dry bread, and no gateaux,
Water for soup that floats his guts along.
With no table or chair, he's lying low.
Will you leave him here, your poor old Villon?
Princes of note, old, new, don't fail:
Beg the king's pardon for me, and seal,
And a basket to raise me, I'll sit upon:
So pigs behave, to each other, they say,
When one pig squeals, all rush that way.
Will you leave him here, your poor old Villon?",ballade
"Terrorism has for no time any verse
It has only curse and curse
Yet I have written a tercet for this hellish vice.
Copyright © Muzahidul Reza | 7 November,2017",tercet
"WHANNE Englonde, smeethynge from her lethal wound;
From her galled necke dyd twytte the chayne awaie,
Kennynge her legeful sonnes falle all arounde,
(Myghtie theie fell, 'twas Honoure ledde the fraie,)
Thanne inne a dale, bie eve's dark surcote graie
Twayne lonelie shepsterres dyd abrodden flie,
(The rostlyng liff doth theyr whytte hartes affraie ,)
And wythe the owlette trembled and dyd crie;
Firtse Roberte Neatherde hys sore boesom stroke,
Then fellen on the grounde and thus yspoke.
ROBERTE.
Ah, Raufe! gif thos the howres do comme alonge,
Gif thos wee flie in chase of farther woe,
Oure fote wylle fayle, albeytte wee bee stronge,
Ne wylle oure pace swefte as oure danger goe.
To oure grete wronges we have enheped moe,
The Baronnes warre! oh! woe and well-a-daie!
I haveth lyff, bott have escaped soe,
That lyff ytsel mie Senses doe affraie.
Oh Raufe, comme lyste, and hear mie dernie tale,
Comme heare the balefull dome of Robynne of the Dale.
RAUFE.
Saie to mee nete; I kenne this woe in myne;
O! I've a tale that Sabalus mote telle.
Swote flouretts, mantled meedows, forestes dygne ;
Gravots far-kend arounde the Errmiets cell;
The swote ribible dynning yn the dell;
The joyous daunceynge ynn the hoastrie courte;
Eke the highe songe and everych joie farewell,
Farewell the verie shade of fayre dysporte :
Impestering trobble onn mie heade doe comme,
Ne on kynde Seyncte to warde the aye encreasynge dome.
ROBERTE.
Oh! I coulde waile mie kynge-coppe-decked mees
Mie spreedynge flockes of shepe of lillie white,
Mie tendre applynges , and embodyde trees,
Mie Parker's Grange far spreedynge to the syghte,
Mie cuyen kyne , mie bullockes stringe yn fighte,
Mie gorne emblaunched with the comfreie plante,
Mie floure Seyncte Marie shotteyng wythe the lyghte,
Mie store of all the blessynges Heaven can grant.
I amm duressed unto sorrowes blowe,
Ihanten'd to the peyne, will lette ne salte teare flowe.
RAUFE.
Here I wille obaie untylle Dethe doe 'pere,
Here lyche a foule empoysoned leathel tree,
Whyche sleaeth everichone that commeth nere,
Soe wille I fyxed unto thys place gre .
I to bement haveth moe cause than thee;
Sleene in the warre mie boolie fadre lies;
Oh! joieous I hys mortherer would slea,
And bie hys syde for aie enclose myne eies.
Calked from everych joie, heere wylle I blede;
Fell ys the Cullys-yatte of mie hartes castle stede.
ROBERTE.
Oure woes alyche, alyche our dome shal bee.
Mie sonne, mie sonne alleyn , ystorven ys;
Here wylle I staie, and end mie lyff with thee;
A lyff lyche myn a borden ys ywis.
Now from een logges fledden is selyness
Mynsterres alleyn can boaste the hallie Seyncte,
Now doeth Englonde weare a bloudie dresse
And wyth her champyonnes gore her face depeyncte;
Peace fledde, disorder sheweth her dark rode ,
And thorow ayre doth flie, yn garments steyned with bloude.",eclogue
